L -2594.1050, 2514.6616, 79.3160,  -2593.8213, 2680.4844, 79.2808,  240, 0, 0
L -2427.2012, 2515.3669, 79.2808,  -2594.1050, 2514.6616, 79.3160,  240, 0, 0
L -2275.1804, 2284.6179, -0.7192,  -2154.5051, 2402.8896, -0.7192,  240, 0, 0
L -2392.4158, 2405.9287, -0.7192,  -2275.1804, 2284.6179, -0.7192,  240, 0, 0
L -2272.1042, 2522.1648, -0.7192,  -2392.4158, 2405.9287, -0.7192,  240, 0, 0
L -2154.6699, 2402.2886, -0.7192,  -2272.1042, 2522.1648, -0.7192,  240, 0, 0
L -2131.4546, 2570.8167, -0.7192,  -2143.7327, 2739.2480, -0.7192,  240, 0, 0
L -2301.3835, 2558.0386, -0.7192,  -2131.4546, 2570.8167, -0.7192,  240, 0, 0
L -2312.7515, 2723.4937, -0.7192,  -2301.3835, 2558.0386, -0.7192,  240, 0, 0
L -2143.6770, 2739.2463, -0.7192,  -2312.7515, 2723.4937, -0.7192,  240, 0, 0
L -1927.9386, 647.9219, -40.7191,  -1764.5330, 604.6014, -40.7191,  240, 240, 240
L -1764.5330, 604.6014, -40.7191,  -1808.0767, 440.3423, -40.7191,  240, 240, 240
L -1808.0767, 440.3423, -40.7191,  -1971.4136, 483.8903, -39.9799,  240, 240, 240
L -1971.4136, 483.8903, -39.9799,  -1927.9386, 647.9219, -40.7191,  240, 240, 240
L -1687.8745, 821.0708, -40.7191,  -1779.6676, 679.5612, -40.7191,  240, 240, 240
L -1779.6676, 679.5612, -40.7191,  -1922.3004, 772.3531, -40.7191,  240, 240, 240
L -1922.3004, 772.3531, -40.7191,  -1829.8857, 914.3232, -40.7191,  240, 240, 240
L -1829.8857, 914.3232, -40.7191,  -1687.8745, 821.0708, -40.7191,  240, 240, 240
P -1947.4307, 2695.8877, -0.7192,  240, 0, 0,  1,  101_Market_Street
P -2311.7375, 2715.8540, -0.7192,  240, 0, 0,  2,  104_Market_Street
